in_form	prefix_guess	dhatu	palsule_no	prefix	dhatu_check
nikṛṣ		kṛṣ		ni	kṛṣ
nikṛt		kṛt		ni	kṛt
nikṣepay		kṣepay		ni	kṣepay
nikṣip		kṣip		ni	kṣip
nikūj		kūj		ni	kūj
nikuñc		kuñc		ni	kuñc
nikuñcay		kuñcay		ni	kuñcay
nilī		lī		ni	lī
nimā		mā		ni	mā
nimajj		majj		ni	majj
nimajjay		majjay		ni	majjay
nimīl		mīl		ni	mīl
nimīlay		mīlay		ni	mīlay
nimiṣ		miṣ		ni	miṣ
nimittībhū		mittībhū		ni	mittībhū
nimittīkṛ		mittīkṛ		ni	mittīkṛ
nimreḍ		mreḍ		ni	mreḍ
nimṛj		mṛj		ni	mṛj
nimruc		mruc		ni	mruc
ninad		nad		ni	nad
nināday		nāday		ni	nāday
nind		nind			nind
ninday		nday		ni	nday
ninī		nī		ni	nī
nipā		pā		ni	pā
nipad		pad		ni	pad
nipat		pat		ni	pat
nipātay		pātay		ni	pātay
nipīḍay		pīḍay		ni	pīḍay
nirācakṣ		rācakṣ		ni	rācakṣ
nirācam		rācam		ni	rācam
nirādā		rādā		ni	rādā
nirādiś		rādiś		ni	rādiś
nirākṛ		rākṛ		ni	rākṛ
nirākram		rākram		ni	rākram
nirālambanīkṛ		rālambanīkṛ		ni	rālambanīkṛ
niram		ram		ni	ram
niramay		ramay		ni	ramay
niras		ras		ni	ras
nirāśaṅk		rāśaṅk		ni	rāśaṅk
niravasṛj		ravasṛj		ni	ravasṛj
nirbandh		rbandh		ni	rbandh
nirbhā		rbhā		ni	rbhā
nirbhaj		rbhaj		ni	rbhaj
nirbhājay		rbhājay		ni	rbhājay
nirbhartsay		rbhartsay		ni	rbhartsay
nirbhāsay		rbhāsay		ni	rbhāsay
nirbhid		rbhid		ni	rbhid
nirbhuj		rbhuj		ni	rbhuj
nirdah		rdah		ni	rdah
nirdaṃś		rdaṃś		ni	rdaṃś
nirdāray		rdāray		ni	rdāray
nirdayībhū		rdayībhū		ni	rdayībhū
nirdham		rdham		ni	rdham
nirdhanīkṛ		rdhanīkṛ		ni	rdhanīkṛ
nirdhāray		rdhāray		ni	rdhāray
nirdhāv		rdhāv		ni	rdhāv
nirdhū		rdhū		ni	rdhū
nirdhyā		rdhyā		ni	rdhyā
nirdih		rdih		ni	rdih
nirdiś		rdiś		ni	rdiś
nirduh		rduh		ni	rduh
nirgā		rgā		ni	rgā
nirgam		rgam		ni	rgam
nirgamay		rgamay		ni	rgamay
nirghātay		rghātay		ni	rghātay
nirghṛṣ		rghṛṣ		ni	rghṛṣ
nirgrah		rgrah		ni	rgrah
nirguh		rguh		ni	rguh
nirguṇīkṛ		rguṇīkṛ		ni	rguṇīkṛ
nirhan		rhan		ni	rhan
nirhāray		rhāray		ni	rhāray
nirhṛ		rhṛ		ni	rhṛ
niri		ri		ni	ri
nirīkṣ		rīkṣ		ni	rīkṣ
nirīkṣay		rīkṣay		ni	rīkṣay
nirjan		rjan		ni	rjan
nirji		rji		ni	rji
nirjñā		rjñā		ni	rjñā
nirjṛ		rjṛ		ni	rjṛ
nirjval		rjval		ni	rjval
nirlajjay		rlajjay		ni	rlajjay
nirlikh		rlikh		ni	rlikh
nirlip		rlip		ni	rlip
nirmā		rmā		ni	rmā
nirmajj		rmajj		ni	rmajj
nirmalībhū		rmalībhū		ni	rmalībhū
nirmalīkṛ		rmalīkṛ		ni	rmalīkṛ
nirmāpay		rmāpay		ni	rmāpay
nirmārjay		rmārjay		ni	rmārjay
nirmath		rmath		ni	rmath
nirmi		rmi		ni	rmi
nirmohay		rmohay		ni	rmohay
nirmṛj		rmṛj		ni	rmṛj
nirmuc		rmuc		ni	rmuc
nirmūlay		rmūlay		ni	rmūlay
nirnāday		rnāday		ni	rnāday
nirṇam		rṇam		ni	rṇam
nirṇāśay		rṇāśay		ni	rṇāśay
nirṇī		rṇī		ni	rṇī
nirṇij		rṇij		ni	rṇij
nirṇud		rṇud		ni	rṇud
nirodhay		rodhay		ni	rodhay
nirudh		rudh		ni	rudh
nirudvāsay		rudvāsay		ni	rudvāsay
niruh		ruh		ni	ruh
nirūh		rūh		ni	rūh
nirūhay		rūhay		ni	rūhay
nirundhay		rundhay		ni	rundhay
nirutsic		rutsic		ni	rutsic
niruttarīkṛ		ruttarīkṛ		ni	ruttarīkṛ
nirvā		ru		nir	ru
nirvac		ruc		nir	ruc
nirvācay		rvācay		ni	rvācay
nirvad		rud		nir	rud
nirvah		ruh		nir	ruh
nirvāhay		rvāhay		ni	rvāhay
nirvam		rvam		ni	rvam
nirvap		rup		nir	rup
nirvāpay		rvāpay		ni	rvāpay
nirvartay		rvartay		ni	rvartay
nirvas		rvas		ni	rvas
nirvāsay		rvāsay		ni	rvāsay
nirveday		rveday		ni	rveday
nirveśay		rveśay		ni	rveśay
nirvibhāsay		rvibhāsay		ni	rvibhāsay
nirvibhuj		rvibhuj		ni	rvibhuj
nirvid		rvid		ni	rvid
nirvikram		rvikram		ni	rvikram
nirviś		rviś		ni	rviś
nirviṣayīkṛ		rviṣayīkṛ		ni	rviṣayīkṛ
nirviṣībhū		rviṣībhū		ni	rviṣībhū
nirvivah		rvivah		ni	rvivah
nirvivas		rvivas		ni	rvivas
nirvṛ		rvṛ		ni	rvṛ
nirvṛt		rvṛt		ni	rvṛt
nirvyadh		rvyadh		ni	rvyadh
nirvyādhīkṛ		rvyādhīkṛ		ni	rvyādhīkṛ
niryā		ri		nir	ri
niryāpay		ryāpay		ni	ryāpay
niryātay		ryātay		ni	ryātay
niśā		çi		ni	çi
niṣad		ṣad		ni	ṣad
niśam		çam		ni	çam
niśamay		śamay		ni	śamay
niśāmay		śāmay		ni	śāmay
niṣaṅgībhū		ṣaṅgībhū		ni	ṣaṅgībhū
niṣañj		ṣañj		ni	ṣañj
niścal		ścal		ni	ścal
niścalīkṛ		ścalīkṛ		ni	ścalīkṛ
niścar		çcar		ni	çcar
niścāray		ścāray		ni	ścāray
niśchidrīkṛ		śchidrīkṛ		ni	śchidrīkṛ
niści		ści		ni	ści
niścotay		ścotay		ni	ścotay
niścyutay		ścyutay		ni	ścyutay
niṣecay		ṣecay		ni	ṣecay
niṣedhay		ṣedhay		ni	ṣedhay
niṣev		ṣev		ni	ṣev
niṣevay		ṣevay		ni	ṣevay
niṣic		ṣic		ni	ṣic
niṣidh		ṣidh		ni	ṣidh
niṣiñcay		ṣiñcay		ni	ṣiñcay
niṣkalmaṣībhū		ṣkalmaṣībhū		ni	ṣkalmaṣībhū
niṣkaluṣībhū		ṣkaluṣībhū		ni	ṣkaluṣībhū
niṣkāsay		ṣkāsay		ni	ṣkāsay
niṣkṝ		ṣkṝ		ni	ṣkṝ
niṣkram		ṣkram		ni	ṣkram
niṣkramay		ṣkramay		ni	ṣkramay
niṣkrāmay		ṣkrāmay		ni	ṣkrāmay
niṣkrī		ṣkrī		ni	ṣkrī
niṣkṛṣ		ṣkṛṣ		ni	ṣkṛṣ
niṣkṛt		ṣkṛt		ni	ṣkṛt
niṣkūj		ṣkūj		ni	ṣkūj
niṣkulīkṛ		ṣkulīkṛ		ni	ṣkulīkṛ
niṣkuṣ		ṣkuṣ		ni	ṣkuṣ
niṣkvāthay		ṣkvāthay		ni	ṣkvāthay
niṣṇā		ṣṇā		ni	ṣṇā
niṣpā		ṣpā		ni	ṣpā
niṣpad		ṣpad		ni	ṣpad
niṣpāday		ṣpāday		ni	ṣpāday
niṣpat		ṣpat		ni	ṣpat
niṣpīḍay		ṣpīḍay		ni	ṣpīḍay
niṣpiṣ		ṣpiṣ		ni	ṣpiṣ
niṣpṛc		ṣpṛc		ni	ṣpṛc
niṣprekṣ		ṣprekṣ		ni	ṣprekṣ
niṣpū		ṣpū		ni	ṣpū
nisṛ		ṛ		nis	ṛ
nisrāvay		rāvay		nis	rāvay
niśri		çri		ni	çri
nisṛj		ṛj		nis	ṛj
nisru		ru		nis	ru
nistālay		tālay		nis	tālay
nistambh		tambh		nis	tambh
niṣṭan		ṣṭan		ni	ṣṭan
niṣṭap		ṣṭap		ni	ṣṭap
nistāray		tāray		nis	tāray
niṣṭhā		ṣṭhā		ni	ṣṭhā
niṣṭhīv		ṣṭhīv		ni	ṣṭhīv
nistṛ		tṛ		nis	tṛ
nistud		tud		nis	tud
nistuṣīkṛ		tuṣīkṛ		nis	tuṣīkṛ
niśuc		çuc		ni	çuc
niṣūday		ṣūday		ni	ṣūday
nisvan		van		nis	van
niśvas		çvas		ni	çvas
nitap		tap		ni	tap
nivadh		vadh		ni	vadh
nivah		vah		ni	vah
nivap		vap		ni	vap
nivāpay		vāpay		ni	vāpay
nivāray		vāray		ni	vāray
nivartay		vartay		ni	vartay
nivāsay		vāsay		ni	vāsay
niveday		veday		ni	veday
niveśay		veśay		ni	veśay
niveṣṭay		veṣṭay		ni	veṣṭay
nivid		vid		ni	vid
niviś		viç		ni	viç
nivṛ		vṛ		ni	vṛ
nivṛt		vṛt		ni	vṛt
niyā		yā		ni	yā
niyam		yam		ni	yam
niyamay		yamay		ni	yamay
niyāmay		yāmay		ni	yāmay
niyodhay		yodhay		ni	yodhay
niyojay		yojay		ni	yojay
niyudh		yudh		ni	yudh
niyuj		yuj		ni	yuj
noday		noday			noday
nṛt		nṛt			nṛt
nū		nū			nū
nud		nud			nud
nyakkṛ		kkṛ		nya	kkṛ
nyañc		añc		ny	añc
nyas		as		ny	as
nyāsay		say		nyā	say
nyāsīkṛ		sīkṛ		nyā	sīkṛ
nyubjīkṛ		ubjīkṛ		ny	ubjīkṛ
pac		pac			pac
pācay		pācay			pācay
pad		pad			pad
pāday		pāday			pāday
pakṣībhū		pakṣībhū			pakṣībhū
pakṣīkṛ		pakṣīkṛ			pakṣīkṛ
pakvīkṛ		pakvīkṛ			pakvīkṛ
pālay		pālay			pālay
pallavīkṛ		pallavīkṛ			pallavīkṛ
paṇ		paṇ			paṇ
paṇay		paṇay			paṇay
parābhāvay		bhāvay		parā	bhāvay
parābhū		bhū		parā	bhū
parādru		dru		parā	dru
parāgam		gam		parā	gam
parāhan		han		parā	han
parāhṛ		hṛ		parā	hṛ
parāji		ji		parā	ji
parākram		kram		parā	kram
parākṛṣ		kṛṣ		parā	kṛṣ
parameśvarībhū		parameśvarībhū			parameśvarībhū
parameśvarīkṛ		parameśvarīkṛ			parameśvarīkṛ
parāmṛj		mṛj		parā	mṛj
parāmṛś		mṛç		parā	mṛç
parāmṛṣ		mṛṣ		parā	mṛṣ
parāṅmukhībhū		ṅmukhībhū		parā	ṅmukhībhū
parāṅmukhīkṛ		ṅmukhīkṛ		parā	ṅmukhīkṛ
parāṇud		ṇud		parā	ṇud
parāpat		pat		parā	pat
parās		s		parā	s
parāsic		sic		parā	sic
parāśvas		çvas		parā	çvas
paratantrīkṛ		paratantrīkṛ			paratantrīkṛ
parāvartay		vartay		parā	vartay
parāvas		vas		parā	vas
parāvṛt		vṛt		parā	vṛt
pāray		pāray			pāray
parāyat		yat		parā	yat
pare		pare			pare
parī		parī			parī
paribādh		bādh		pari	bādh
paribandh		bandh		pari	bandh
paribhā		bhā		pari	bhā
paribhakṣay		bhakṣay		pari	bhakṣay
paribhañj		bhañj		pari	bhañj
paribharjay		bharjay		pari	bharjay
paribharts		bharts		pari	bharts
paribhartsay		bhartsay		pari	bhartsay
paribhāṣ		bhāṣ		pari	bhāṣ
paribhāvay		bhāvay		pari	bhāvay
paribhid		bhid		pari	bhid
paribhrāj		bhrāj		pari	bhrāj
paribhram		bhram		pari	bhram
paribhramay		bhramay		pari	bhramay
paribhraṃś		bhraṃç		pari	bhraṃç
paribhṛjj		bhṛjj		pari	bhṛjj
paribhū		bhū		pari	bhū
paribhūṣ		bhūṣ		pari	bhūṣ
paribṛṃhay		bṛṃhay		pari	bṛṃhay
paricakṣ		cakṣ		pari	cakṣ
paricālay		cālay		pari	cālay
paricar		car		pari	car
paricāray		cāray		pari	cāray
paricarv		carv		pari	carv
paricchad		cchad		pari	cchad
paricchid		cchid		pari	cchid
paricintay		cintay		pari	cintay
paricoday		coday		pari	coday
paricumb		cumb		pari	cumb
paricyu		cyu		pari	cyu
paridā		dā		pari	dā
paridah		dah		pari	dah
paridāhay		dāhay		pari	dāhay
paridaṃś		daṃç		pari	daṃç
paridevay		devay		pari	devay
paridhā		dhā		pari	dhā
pariḍhakkay		ḍhakkay		pari	ḍhakkay
paridham		dham		pari	dham
paridhāmay		dhāmay		pari	dhāmay
paridhāpay		dhāpay		pari	dhāpay
paridharṣay		dharṣay		pari	dharṣay
paridhāv		dhāv		pari	dhāv
paridhiṣṭhā		dhiṣṭhā		pari	dhiṣṭhā
paridhṛ		dhṛ		pari	dhṛ
paridhū		dhū		pari	dhū
paridhvaṃs		dhvaṃs		pari	dhvaṃs
paridīp		dīp		pari	dīp
paridīpay		dīpay		pari	dīpay
paridīv		dīv		pari	dīv
paridrāvay		drāvay		pari	drāvay
paridṛbh		dṛbh		pari	dṛbh
paridṛś		dṛç		pari	dṛç
paridu		du		pari	du
paridviṣ		dviṣ		pari	dviṣ
parigad		gad		pari	gad
parigal		gal		pari	gal
parigālay		gālay		pari	gālay
parigam		gam		pari	gam
parigamay		gamay		pari	gamay
parigaṇay		gaṇay		pari	gaṇay
parigarh		garh		pari	garh
parigarhay		garhay		pari	garhay
parighaṭ		ghaṭ		pari	ghaṭ
parighaṭṭay		ghaṭṭay		pari	ghaṭṭay
parighṛṣ		ghṛṣ		pari	ghṛṣ
parighūrṇ		ghūrṇ		pari	ghūrṇ
pariglā		glā		pari	glā
parigrah		grah		pari	grah
parihā		hā		pari	hā
parihan		han		pari	han
parihāpay		hāpay		pari	hāpay
parihāray		hāray		pari	hāray
pariharṣay		harṣay		pari	harṣay
parihas		has		pari	has
parihāsay		hāsay		pari	hāsay
parihṛ		hṛ		pari	hṛ
parihrāsay		hrāsay		pari	hrāsay
parihṛṣ		hṛṣ		pari	hṛṣ
parijalp		jalp		pari	jalp
parijan		jan		pari	jan
parijap		jap		pari	jap
parijāray		jāray		pari	jāray
pariji		ji		pari	ji
parijñā		jñā		pari	jñā
parijṛ		jṛ		pari	jṛ
parijval		jval		pari	jval
parikalay		kalay		pari	kalay
parikālay		kālay		pari	kālay
parikalpay		kalpay		pari	kalpay
parikarṣay		karṣay		pari	karṣay
parikartay		kartay		pari	kartay
parikathay		kathay		pari	kathay
parikhan		khan		pari	khan
parikheday		kheday		pari	kheday
parikhid		khid		pari	khid
parikhyā		khyā		pari	khyā
parikīrtay		kīrtay		pari	kīrtay
pariklam		klam		pari	klam
parikleday		kleday		pari	kleday
pariklid		klid		pari	klid
parikliś		kliç		pari	kliç
parikopay		kopay		pari	kopay
parikram		kram		pari	kram
parikrī		krī		pari	krī
parikrīḍ		krīḍ		pari	krīḍ
parikṛṣ		kṛṣ		pari	kṛṣ
parikṛt		kṛt		pari	kṛt
parikruś		kruç		pari	kruç
parīkṣ		parīkṣ			parīkṣ
parikṣan		kṣan		pari	kṣan
parikṣar		kṣar		pari	kṣar
parīkṣay		parīkṣay			parīkṣay
parikṣepay		kṣepay		pari	kṣepay
parikṣi		kṣi		pari	kṣi
parikṣip		kṣip		pari	kṣip
parikṣu		kṣu		pari	kṣu
parikup		kup		pari	kup
parikuṭ		kuṭ		pari	kuṭ
parilamb		lamb		pari	lamb
parilekhay		lekhay		pari	lekhay
parilepay		lepay		pari	lepay
parilī		lī		pari	lī
parilih		lih		pari	lih
parilikh		likh		pari	likh
parilip		lip		pari	lip
pariloḍay		loḍay		pari	loḍay
parilul		lul		pari	lul
pariluṇṭh		luṇṭh		pari	luṇṭh
parilup		lup		pari	lup
parimā		mā		pari	mā
parimāray		māray		pari	māray
parimarday		marday		pari	marday
parimārjay		mārjay		pari	mārjay
parimarśay		marśay		pari	marśay
parimelay		melay		pari	melay
parimlā		mlā		pari	mlā
parimocay		mocay		pari	mocay
parimoday		moday		pari	moday
parimohay		mohay		pari	mohay
parimokṣay		mokṣay		pari	mokṣay
parimoṣay		moṣay		pari	moṣay
parimṛd		mṛd		pari	mṛd
parimṛj		mṛj		pari	mṛj
parimṛś		mṛç		pari	mṛç
parimuc		muc		pari	muc
parimuh		muh		pari	muh
parimūrchay		mūrchay		pari	mūrchay
parimuṣ		muṣ		pari	muṣ
pariṇah		ṇah		pari	ṇah
pariṇam		ṇam		pari	ṇam
pariṇamay		ṇamay		pari	ṇamay
pariṇāmay		ṇāmay		pari	ṇāmay
parinand		nand		pari	nand
pariṇāyay		ṇāyay		pari	ṇāyay
pariṇī		ṇī		pari	ṇī
pariṇihan		ṇihan		pari	ṇihan
parinipīḍay		pīḍay		parini	pīḍay
parinirmā		rmā		parini	rmā
parinirṇij		rṇij		parini	rṇij
parinirvā		ru		parinir	ru
parinirvṛ		rvṛ		parini	rvṛ
pariniści		ści		parini	ści
pariniścintay		ścintay		parini	ścintay
pariniṣecay		ṣecay		parini	ṣecay
pariniṣev		ṣev		parini	ṣev
pariniṣpad		ṣpad		parini	ṣpad
pariniṣṭhā		ṣṭhā		parini	ṣṭhā
pariniyam		yam		parini	yam
parinṛt		nṛt		pari	nṛt
pariṇū		ṇū		pari	ṇū
pariṇud		ṇud		pari	ṇud
paripac		pac		pari	pac
paripācay		pācay		pari	pācay
paripālay		pālay		pari	pālay
paripaś		paç		pari	paç
paripat		pat		pari	pat
paripātay		pātay		pari	pātay
paripāṭay		pāṭay		pari	pāṭay
paripaṭh		paṭh		pari	paṭh
paripāṭhay		pāṭhay		pari	pāṭhay
paripeṣay		peṣay		pari	peṣay
paripīḍay		pīḍay		pari	pīḍay
paripiṣ		piṣ		pari	piṣ
pariplāvay		plāvay		pari	plāvay
pariplu		plu		pari	plu
paripoṣay		poṣay		pari	poṣay
paripṛ		pṛ		pari	pṛ
paripracch		cch		paripra	cch
pariprāp		p		pariprā	p
paripravac		vac		paripra	vac
paripū		pū		pari	pū
paripūjay		pūjay		pari	pūjay
paripūray		pūray		pari	pūray
parirabh		rabh		pari	rabh
parirakṣ		rakṣ		pari	rakṣ
parirudh		rudh		pari	rudh
parīṣ		parīṣ			parīṣ
pariṣad		ṣad		pari	ṣad
parisādhay		sādhay		pari	sādhay
parisamādā		dā		parisamā	dā
parisamāp		āp		parisam	āp
pariśamay		śamay		pari	śamay
parisaṃhṛṣ		hṛṣ		parisaṃ	hṛṣ
parisaṃkhyā		khyā		parisaṃ	khyā
parisaṃlih		lih		parisaṃ	lih
parisaṃpat		pat		parisaṃ	pat
parisaṃspṛś		spṛç		parisaṃ	spṛç
parisaṃsthā		sthā		parisaṃ	sthā
parisaṃsthāpay		sthāpay		parisaṃ	sthāpay
parisaṃstṛ		stṛ		parisaṃ	stṛ
parisaṃstu		stu		parisaṃ	stu
parisaṃśudh		çudh		parisaṃ	çudh
parisaṃtap		tap		parisaṃ	tap
parisaṃvah		vah		parisaṃ	vah
parisaṃvāray		vāray		parisaṃ	vāray
pariṣañj		ṣañj		pari	ṣañj
pariśaṅk		çaṅk		pari	çaṅk
parisarpay		rpay		parisa	rpay
pariṣecay		ṣecay		pari	ṣecay
pariśeṣay		śeṣay		pari	śeṣay
pariṣev		ṣev		pari	ṣev
parisevay		sevay		pari	sevay
pariṣic		ṣic		pari	ṣic
pariśiṣ		çiṣ		pari	çiṣ
pariṣkand		ṣkand		pari	ṣkand
pariskhal		skhal		pari	skhal
pariṣkṛ		ṣkṛ		pari	ṣkṛ
pariśobhay		śobhay		pari	śobhay
pariśodhay		śodhay		pari	śodhay
pariśoṣay		śoṣay		pari	śoṣay
parispand		spand		pari	spand
parisphur		sphur		pari	sphur
parisphuṭ		sphuṭ		pari	sphuṭ
parispṛś		spṛç		pari	spṛç
parisṛ		sṛ		pari	sṛ
pariśram		çram		pari	çram
parisraṃs		sraṃs		pari	sraṃs
parisrāvay		srāvay		pari	srāvay
pariśri		çri		pari	çri
pariśrī		çrī		pari	çrī
parisṛp		sṛp		pari	sṛp
parisru		sru		pari	sru
pariśru		çru		pari	çru
pariṣṭhā		ṣṭhā		pari	ṣṭhā
paristṛ		stṛ		pari	stṛ
parisu		su		pari	su
pariṣū		ṣū		pari	ṣū
pariśubh		çubh		pari	çubh
pariśuc		çuc		pari	çuc
pariśudh		çudh		pari	çudh
pariśuṣ		çuṣ		pari	çuṣ
pariṣvaj		ṣvaj		pari	ṣvaj
parisveday		sveday		pari	sveday
parisvid		svid		pari	svid
paritakṣ		takṣ		pari	takṣ
paritam		tam		pari	tam
paritap		tap		pari	tap
paritāpay		tāpay		pari	tāpay
paritarjay		tarjay		pari	tarjay
paritarpay		tarpay		pari	tarpay
paritoṣay		toṣay		pari	toṣay
paritrā		trā		pari	trā
paritras		tras		pari	tras
paritṛp		tṛp		pari	tṛp
paritud		tud		pari	tud
parituṇḍay		tuṇḍay		pari	tuṇḍay
parituṣ		tuṣ		pari	tuṣ
parityaj		tyaj		pari	tyaj
parivad		vad		pari	vad
parivāday		vāday		pari	vāday
parivah		vah		pari	vah
parivāhay		vāhay		pari	vāhay
parivañcay		vañcay		pari	vañcay
parivāpay		vāpay		pari	vāpay
parivāray		vāray		pari	vāray
parivardhay		vardhay		pari	vardhay
parivarjay		varjay		pari	varjay
parivartay		vartay		pari	vartay
parivas		vas		pari	vas
parivāsay		vāsay		pari	vāsay
pariveṣay		veṣay		pari	veṣay
pariveṣṭay		veṣṭay		pari	veṣṭay
parivibhāvay		bhāvay		parivi	bhāvay
parivījay		vījay		pari	vījay
parivikṣan		kṣan		parivi	kṣan
pariviṣ		viṣ		pari	viṣ
pariviśram		çram		parivi	çram
parivistṛ		stṛ		parivi	stṛ
pariviśvas		çvas		parivi	çvas
pariviśvāsay		śvāsay		parivi	śvāsay
parīvṛ		parīvṛ			parīvṛ
parivraj		vraj		pari	vraj
parivṛdh		vṛdh		pari	vṛdh
parivṛj		vṛj		pari	vṛj
parivṛṣ		vṛṣ		pari	vṛṣ
parivṛt		vṛt		pari	vṛt
parivye		vye		pari	vye
pariyā		yā		pari	yā
pariyojay		yojay		pari	yojay
paruṣībhū		paruṣībhū			paruṣībhū
paruṣīkṛ		paruṣīkṛ			paruṣīkṛ
paryādā		dā		paryā	dā
paryādhā		dhā		paryā	dhā
paryāgam		gam		paryā	gam
paryagnikṛ		gnikṛ		parya	gnikṛ
paryākṛ		kṛ		paryā	kṛ
paryākram		kram		paryā	kram
paryākṣip		kṣip		paryā	kṣip
paryālocay		locay		paryā	locay
paryāmuc		muc		paryā	muc
paryāṇī		ṇī		paryā	ṇī
paryanunī		nī		paryanu	nī
paryanuyuj		yuj		paryanu	yuj
paryanviṣ		iṣ		paryanv	iṣ
paryāp		āp		pary	āp
paryāpad		pad		paryā	pad
paryāpat		pat		paryā	pat
paryas		as		pary	as
paryaś		aç		pary	aç
paryās		ās		pary	ās
paryāśvas		çvas		paryā	çvas
paryāśvāsay		śvāsay		paryā	śvāsay
paryaṭ		aṭ		pary	aṭ
paryavajñā		jñā		paryava	jñā
paryavakṛ		kṛ		paryava	kṛ
paryavanah		nah		paryava	nah
paryavasā		sā		paryava	sā
paryavaśiṣ		çiṣ		paryava	çiṣ
paryavasthā		sthā		paryava	sthā
paryavasthāpay		sthāpay		paryava	sthāpay
paryavekṣ		vekṣ		parya	vekṣ
paryāvṛt		vṛt		paryā	vṛt
parye		e		pary	e
paryudvij		vij		paryud	vij
paryukṣ		ukṣ		pary	ukṣ
paryupabhuj		bhuj		paryupa	bhuj
paryupās		upās		pary	upās
paryupasad		sad		paryupa	sad
paryupasthā		sthā		paryupa	sthā
paryupāvṛt		upāvṛt		pary	upāvṛt
paryupe		upe		pary	upe
paś		paç			paç
pat		pat			pat
pātay		pātay			pātay
pāṭay		pāṭay			pāṭay
paṭh		paṭh			paṭh
pāṭhay		pāṭhay			pāṭhay
pathīkṛ		pathīkṛ			pathīkṛ
pātrībhū		pātrībhū			pātrībhū
pātrīkṛ		pātrīkṛ			pātrīkṛ
pattalībhū		pattalībhū			pattalībhū
pattalīkṛ		pattalīkṛ			pattalīkṛ
pattrībhū		pattrībhū			pattrībhū
pattrīkṛ		pattrīkṛ			pattrīkṛ
pāvanīkṛ		pāvanīkṛ			pāvanīkṛ
pāvay		pāvay			pāvay
pavitrīkṛ		pavitrīkṛ			pavitrīkṛ
pāyasīkṛ		pāyasīkṛ			pāyasīkṛ
pāyay		pāyay			pāyay
peṣay		peṣay			peṣay
peśīkṛ		peśīkṛ			peśīkṛ
phal		phal			phal
phenībhū		phenībhū			phenībhū
phūtkṛ		phūtkṛ			phūtkṛ
pīḍay		pīḍay			pīḍay
pidhā		pidhā			pidhā
pidhāpay		pidhāpay			pidhāpay
pillībhū		pillībhū			pillībhū
pinah		pinah			pinah
piṇḍībhū		piṇḍībhū			piṇḍībhū
piṇḍīkṛ		piṇḍīkṛ			piṇḍīkṛ
piś		piç			piç
piṣ		piṣ			piṣ
piṣṭībhū		piṣṭībhū			piṣṭībhū
piṣṭīkṛ		piṣṭīkṛ			piṣṭīkṛ
pītībhū		pītībhū			pītībhū
plāvay		plāvay			plāvay
plu		plu			plu
pluṣ		pluṣ			pluṣ
poṣay		poṣay			poṣay
pothay		pothay			pothay
prabādh		bādh		pra	bādh
prabandh		bandh		pra	bandh
prabandhay		bandhay		pra	bandhay
prabhā		bhā		pra	bhā
prabhakṣ		bhakṣ		pra	bhakṣ
prabhakṣay		bhakṣay		pra	bhakṣay
prabhañj		bhañj		pra	bhañj
prabhās		bhās		pra	bhās
prabhāṣ		bhāṣ		pra	bhāṣ
prabhāsay		bhāsay		pra	bhāsay
prabhāvay		bhāvay		pra	bhāvay
prabheday		bheday		pra	bheday
prabhī		bhī		pra	bhī
prabhid		bhid		pra	bhid
prabhṛ		bhṛ		pra	bhṛ
prābhṛ		bhṛ		prā	bhṛ
prabhraṃś		bhraṃç		pra	bhraṃç
prabhraṃśay		bhraṃśay		pra	bhraṃśay
prabhū		bhū		pra	bhū
prabodhay		bodhay		pra	bodhay
prabrū		brū		pra	brū
prabudh		budh		pra	budh
pracakṣ		cakṣ		pra	cakṣ
pracal		cal		pra	cal
pracalay		calay		pra	calay
pracālay		cālay		pra	cālay
pracar		car		pra	car
pracāray		cāray		pra	cāray
pracch		cch		pra	cch
pracchā		cchā		pra	cchā
pracchad		cchad		pra	cchad
pracchāday		cchāday		pra	cchāday
praccharday		ccharday		pra	ccharday
praccheday		ccheday		pra	ccheday
pracchid		cchid		pra	cchid
praccyāvay		ccyāvay		pra	ccyāvay
praci		ci		pra	ci
pracintay		cintay		pra	cintay
pracoday		coday		pra	coday
pracud		cud		pra	cud
pracurībhū		curībhū		pra	curībhū
pracyu		cyu		pra	cyu
pradā		dā		pra	dā
pradah		dah		pra	dah
pradakṣiṇīkṛ		dakṣiṇīkṛ		pra	dakṣiṇīkṛ
pradāpay		dāpay		pra	dāpay
pradāray		dāray		pra	dāray
pradarśay		darśay		pra	darśay
pradehay		dehay		pra	dehay
pradhā		dhā		pra	dhā
pradham		dham		pra	dham
pradhāray		dhāray		pra	dhāray
pradharṣay		dharṣay		pra	dharṣay
pradhāv		dhāv		pra	dhāv
pradhāvay		dhāvay		pra	dhāvay
prādhī		dhī		prā	dhī
pradhmāpay		dhmāpay		pra	dhmāpay
pradhṛ		dhṛ		pra	dhṛ
pradhṛṣ		dhṛṣ		pra	dhṛṣ
pradhvaṃs		dhvaṃs		pra	dhvaṃs
pradhvaṃsay		dhvaṃsay		pra	dhvaṃsay
pradhvan		dhvan		pra	dhvan
pradhyā		dhyā		pra	dhyā
praḍī		ḍī		pra	ḍī
pradih		dih		pra	dih
pradīp		dīp		pra	dīp
pradīpay		dīpay		pra	dīpay
pradiś		diç		pra	diç
pradṛ		dṛ		pra	dṛ
pradrāvay		drāvay		pra	drāvay
pradṛś		dṛç		pra	dṛç
